compuesto,porcentaje
4-Coumaric acid,0.04
cinnamic acid,0.5225
abietic acid,2.313333333333333
Ferulic acid,0
Caffeic acid,0
Protocatechoic acid,0.05000000000000001
Salicylic acid,0.41
Shikimic acid,0.2
Phytol,1.12
Phytol,1.12
Benzoylecgonine,1.84
Cocaine,4.434444444444445
Ecgonine ethyl ester,1.7875
trans-Cinnamoylcocaine,2.24
Trigonelline,0.005
Tropine,0.07333333333333333
Ecgonine,6.042857142857143
